stratum,source_listing_id,title,description,price_raw,area_raw,parsed_price,parsed_area,parsed_neighborhood,parsed_type,correct_price,correct_area,correct_neighborhood,correct_type,correct_building,verified_by,notes
random,banesa-62347,Banese me qira ne lagjen Arberia_3+1,"Banesë me qira në lagjen Arberia, banesa eshte e pamobiluar, eshte e pershtatshme per zyre
Sipërfaqe:122
Çmimi i qirasë:
Renditja:
♦Sallon me kuzhinë
♦3 Dhomë gjumi
♦2 Banjo
♦Ballkon
♦Korridor
♦shpajz

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",700 EUR,122,700.00,122.0,Arbëria,rent,,,,,,,
random,banesa-78126,Banese ( Penthouse ) me qira ne Qender,"Leshohet banese ( penthouse ) me qira ne Qender te 4 Llullat rruga: Bajram Kelmendi. E mobiluar me nje stil te veqante dhe modern.
Kati i 5-te me lift
Siperfaqe: 105m2
Banesa ka kete renditje:
- Sallon
- Kuzhine
-  3 Dhoma gjumi
- Banjo
- Wc
- Ballkon
- Koridor
Cmimi: 590 euro

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677 WhatsApp dhe Viber +383 49 124 677
044 333 511 WhatsApp dhe Viber +383 44 333 511",590 EUR,105,590.00,105.0,Qendra,rent,,,,,,,
random,banesa-32766,Leshohet banese me qira ne lagjen Ulpiana,"Leshohet banese me qira ne lagjen Ulpiana, ne rrugen kryesore "" Deshmoret e Kombit "". Banesa eshte komplet e mobiluar, gjendet ne katin e 3-te, ka ngrohje qendrore me Termokos. 50m2. Leshohet vetem per familjare

* Renditja:
Sallon me kuzhine. dhome gjumi, banjo, ballkon , korridor.
Çmimi: 250 €

Per me shume informata rreth kesaj banese mund te na shkruani linkun me id ose nje screenshot te shpalljes, apo nje kerkese tuajen per banesa tjera, ne kete numer telefoni:
045 190 019
WhatsApp & Viber
",250 EUR,50,250.00,50.0,Ulpiana,rent,,,,,,,
random,banesa-79297,Banesë me qira në Qendër,"Lëshohet me qira banesa në Qendër, te Hotel Grandi. Banesa është e mobiluar dhe shumë e përshtatshme për banim.
Çmimi: 300
Rënditja
•	Sallon dhe Kuzhinë
•	Dhomë gjumi
•	Banjo
•	Koridor
•	Ballkon

Kodi: 3296

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

gjirafa.com/…

esa&amp;llshp=Qira
ose mund të na kontaktoni në ",300 EUR,0,300.00,,Qendra,rent,,,,,,,
random,banesa-81424,Banesë me qira te Bregu i Diellit,"Lëshohet me qira banesa në lagjen Bregu i Diellit, afër rrethit tek Maxi 24h dhe Royal Mall. Banesa është e mobiluar në tërësi e gatshme dhe shumë e përshtatshme për banim.
Banesa Ka të gjitha pajisjet e nevojshme funksionale. Ka hapësirë parkimi.
Sipërfaqe: 68m²
Çmimi: 300
Rënditja
• Sallon dhe Kuzhinë
• Dhomë gjumi
• Banjo
• Ballkona
• Koridor
• Depo
Kodi: 3611
Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/reales",300 EUR,68,300.00,68.0,Bregu i Diellit,rent,,,,,,,
random,banesa-81400,Banesë me qira në Dragodan/Arbëri,"Lëshohet me qira banesa në lagjen Arbëria, mbi Sach Caffe. Është e mobiluar në tërësi, në mënyrë moderne, e gatshme dhe shumë e përshtatshme për banim.
Banesa është e re. Ka të gjitha pajisjet e nevojshme funksionale. Ka hapësirë parkimi.
Sipërfaqe: 106m²
Çmimi: 600
Rënditja
•	Sallon dhe Kuzhinë
•	2 Dhoma gjumi
•	Banjo
•	2 Ballkona
•	Koridor

Kodi: 3610

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart",600 EUR,106,600.00,106.0,Dragodan,rent,,,,,,,
random,banesa-55828,Banese me qira ne lagjen Parku i Qytetit 2+1,"Banesë me qira në Qender, afër Parkut të Qytetit (ndërtesa e ALBI-t afër kolegjit FAMA.Ndërtesa posedon edhe liftin.
Çmimi është 320€ nëse pagesa bëhet çdo muaj, ndërsa 300€ nëse pagesa bëhet për 3 muaj e më shumë.Është ideale për një qift të punësuar apo edhe ndonjë familje të vogël. Banesa do të jetë e gatshme për banim nga 5 shtatori.
Kati:4
Sipërfaqe:65
Çmimi i qirasë:320
Renditja:
♦Sallon me kuzhinë
♦2Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen t",320 EUR,65,320.00,65.0,Parku i Qytetit,rent,,,,,,,
random,banesa-80178,Banesë me qira te rruga B,"Lëshohet me qira banesa në Rrugën B. Banesa është e mobiluar në tërësi, dhe shumë përshtatshme për banim.
Banesa ka të gjitha pajisjet e nevojshme funksionale. Ndodhet në katin e 6, posedon ashensor.
Ka hapësirë të mjaftueshme parkimi.
Sipërfaqja: 73m²
Çmimi: 450
Rënditja
• Sallon dhe Kuzhinë
• 2 Dhoma gjumi
• Banjo
• Koridor
• Ballkon
Kodi: 3460
Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo p",450 EUR,73,450.00,73.0,Dardania,rent,,,,,,,
random,banesa-64172,Banese me qira ne lagjen Bregu i Diellit,"Banesë me qira në lagjen Bregu i Diellit, kompleksi Vali Residenc, banesa ka te montuar vetem kuzhinen
Kati:7
Sipërfaqe:120
Çmimi i qirasë:450
Renditja:
♦Sallon me kuzhinë
♦3 Dhomë gjumi
♦2 Banjo
♦Ballkon
♦Korridor
♦depo

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+383 44 393 77",450 EUR,120,450.00,120.0,Bregu i Diellit,rent,,,,,,,
random,banesa-55723,Banese me qira ne lagjen Dardania 1+1,"Banesë me qira në lagjen Dardania,mbi Kurriz,Banesa eshte e mobiluar ne teresi dhe me te gjitha orendit e nevojsheme.Banesa posedon lift funksional.
Kati:8
Sipërfaqe:45 m2
Çmimi i qirasë:250
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",250 EUR,45,250.00,45.0,Dardania,rent,,,,,,,
random,banesa-80912,Banese me qira ne lagjen Aktash,"Lëshohet me qira banesa në Aktash, Banes është e mobiluar në tërësi, e gatshme dhe e përshtatshme për banim.
Sipërfaqe: 64m²
Çmimi: 290
Rënditja
•	Sallon dhe Kuzhinë
•	Dhomë gjumi
•	Banjo
•	Koridor
•	Ballkon

Kodi: 3529

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

gjirafa.com/…

esa&amp;llshp=Qira
ose mund të na k",290 EUR,64,290.00,64.0,Aktash,rent,,,,,,,
random,banesa-53664,Banes ne shitje ne lagjen Sllovenia e sportit  1+1,"Banesë ne shitje në lagjen Sllovenia e sportit afer te Parku i Qytetit,ne rrugen Isa Kastrati.Banesa eshte e mobiluar ne teresi.

Sipërfaqe:50 m2
Çmimi I shitjes:45 000
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
","54,000 EUR",50,54000.00,50.0,Sllovenia Sport,sale,,,,,,,
random,banesa-44185,Banese (garsoniere) me qira ne lagjen Arberia,"Banesë (Garsoniere) me qira në lagjen Arberia. Banesa eshte komplet e mobiluar, moderne shume komode per banim,nxemja me kallda
Kati: 2-te
Sipërfaqe: 45m2
Çmimi I qirasë: 180 €
Renditja:
♦Sallon me kuzhinë
♦Banjo
♦Ballkon nuk ka
♦Shpajz
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+383 44 393 777",180 EUR,45,180.00,45.0,Arbëria,rent,,,,,,,
random,banesa-52537,Banese me qira ne lagjen Bregu i Diellit,"Leshohet banese me qira ne Bregun e Diellit, afer xhambazeve dhe raiffeisen bankes.
Banesa eshte komplet e mobiluar dhe eshte ne gjendje shume te mire.
Gjindet ne katin e 3 dhe ka 70 m2.

Banesa ka kete renditje:
- 2 dhoma gjumi
- sallon dhe kuzhine
- banjo
- koridor
- ballkon

Qmimi 220€
bit.ly/3n3a6PU


Per me shume informata mund te na kontaktoni ne numrin
044 333 511
+383 44 333 511
",220 EUR,70,220.00,70.0,Bregu i Diellit,rent,,,,,,,
random,banesa-79396,Banese me qira ne lagjen Bregu i diellit,"Banesa me Qira në Bregu i Diellit
Adresa: Rruga “Hilmi Rakovica”, Bregu i Diellit

• Sipërfaqe: 50 m²
• Përbëhet nga:
• 1 Dhomë gjumi
• Sallon i madh i bashkangjitur me kuzhinë
• Banjo me WC
• Korridor
• Ballkon me pamje të bukur nga qyteti

Banesa gjithashtu posedon një nen-kulim, të arritshëm përmes shkallëve të brendshme.

Çmimi i qirasë: 250 EURO në muaj.

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677 WhatsApp dhe Viber +383 49 124 677
044 333 511 WhatsAp",250 EUR,50,250.00,50.0,Bregu i Diellit,rent,,,,,,,
random,banesa-47474,Shitet banesa ne lagjen Arberia_2+1,"Banesë ne shitje në lagjen Arberia, Vip Tregtia,banesa eshte e mobiluar ne teresi, pamje kah lindja, kontrata behet te Avokat. Pranimi Teknik pritet qe te behet se shpejti
Sipërfaqe:75
Çmimi I shitjes:1150 plus 5000 garazha
Renditja:
♦Sallon me kuzhinë
♦2 Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044/393-777
WhatsApp & Viber
+383 44 393 777
","1,150 EUR",75,1150.00,75.0,Arbëria,sale,,,,,,,
random,banesa-64026,Banese me qira ne Rrugen B,"Banesë me qira në lagjen Rruga B, rr.Shaqir Igrishta, e mobiliuar e gatshme për banim dhe me gjendje shumë të mirë, parking te jashtem
Sipërfaqe:91
Çmimi i qirasë:450
Renditja:
♦Sallon me kuzhinë
♦2 Dhomë gjumi
♦2 Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Vi",450 EUR,91,450.00,91.0,Lakrishte,rent,,,,,,,
random,banesa-8277,Banes me qira Mrapa Teatrit Kombetare 2+1,"Leshoj banes me qira rapa Teatrit Kombetar, banesa eshte e mobiluar ne teresi, gjendet ne katin e 1-re, 100m2
Banesa posedon:
- dy dhoma gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
Qmimi 300 euro

Per me shume informata ju lutem n kontaktoni ne numrin
WatsApp & Viber:
045190019",300 EUR,100,300.00,100.0,,rent,,,,,,,
random,banesa-77718,Banesë me qira te Lagjia e Muhaxherëve,"Lëshohet me qira banesa te Lagjia e Muhaxherëve, përball kolegjit Fama dhe afër Ambasadës së Zvicrës. Është e mobiluar dhe shumë e përshtatshme për banim.
Ka të gjitha pajisjet funksionale. Sistemin e ngrohjes e ka me Termokos.
Ndodhet në katin e 5, posedon ashensor.
Çmimi:350
Banesa ka këtë renditje:
•	Sallon dhe Kuzhinë
•	Dhomë gjumi
•	Banjo
•	Koridor

Kodi: 3265

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/rea",350 EUR,1,350.00,,,rent,,,,,,,
random,banesa-40615,Banes komode me qira ne Qender,"Leshohet banese(zyre) me qira ne Qender,60m2
mbrapa teatrit
Banesa ka kete renditje:
- 2 dhoma gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
Qmimi 350€

Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 49 124 677",350 EUR,60,350.00,60.0,Qendra,rent,,,,,,,
random,banesa-78914,Banesë me qira në Qendër,"Lëshohet me me qira banesa në Qendër, në ndërtesën ngjitur me Postën Kryesore. Është e mobiluar në mënyrë moderne dhe është e përshtatshme për banim.
Banesa ka të gjitha pajisjet e nevojshme dhe ka hapësirë të mjaftueshem për familjarë.
Sistemin e ngrohjes e ka me Termokos.
Sipërfaqe: 96m²
Çmimi: 500
Rënditja
•	Sallon dhe Kuzhinë
•	2 Dhoma gjumi
•	Banjo
•	Koridor
•	Ballkon

Kodi: 3259

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
w",500 EUR,96,500.00,96.0,Qendra,rent,,,,,,,
random,banesa-78203,Banesë me qira në Lakrishtë,"Lëshohet me qira banesa në Lakrishtë. Banesa është e mobiluar dhe e përshtatshme për banim.
Sistemin e ngrohjes e ka me Termokos.
Çmimi: 350
Banesa ka këtë renditje:
•	Sallon dhe Kuzhinë
•	2 Dhoma gjumi
•	Banjo
•	Ballkon
•	Koridor

Kodi: 3295

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

gjirafa.com/…

esa&amp;llsh",350 EUR,1,350.00,,Lakrishte,rent,,,,,,,
random,banesa-53203,Banese me qira ne lagjen e Muhaxhereve,"Leshohet banese me qira ne Lagjen e Muhaxhereve.
52m2.

Kati 4.

Banesa ka kete renditje:
- dhom gjumi
- sallon me kuzhine
- banjo
- koridor
- ballkon

Qmimi 200€
bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin

044 333 511
+383 44 333 511
049 124 677
+383 49 124 677
",200 EUR,52,200.00,52.0,Muhaxhere,rent,,,,,,,
random,banesa-59840,Banese  Zyre me qira ne lagjen e Spitalit,"Leshohet banese  me qira ne mbrapa Rr-B
Banesa eshte afer Furres Qerimi 3
Rruga Jakov Xoxa
Banesa ka kete renditje:
- 2 dhoma gjumi
- Sallon
- Kuzhine
- Banjo
- Ballkon
- Koridor
Qmimi 350€

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 44 333 511
044 333 511
+383 49 124 677",350 EUR,75,350.00,75.0,Spitali,rent,,,,,,,
random,banesa-8346,Banes moderne me qira ne Lagje te Spitalit,"Leshoj banese me qera ne Lagjen e Spitalit, ndertimi Kawa Group kati i i 2, e mobiluar ne teresi me mobile moderne, 65m2
Banesa posedon:
- dhome gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
Qmimi 300 euro ( me garazh)

Per me shume informata ju lutem na kontaktoni ne numrin:
045 190 019
WhatsApp & Viber:
+383 45 190 019",300 EUR,65,300.00,65.0,Spitali,rent,,,,,,,
random,banesa-29923,Leshohet banese ( garsoniere ) me qira te Qafa,"Leshohet banese ( garsoniere ) me qira te Qafa, e mobiluar, 30m2.

Banesa posedon :
Nje dhome me shtrat, kuzhine dhe banjo
Qmimi: 200 €
( Pagesa behet qdo 3 muaj )

Per me shume informata rreth kesaj banese mund te na shkruani linkun me id ose nje screenshot te shpalljes, apo nje kerkese tuajen per banesa tjera, ne kete numer telefoni:
045 190 019
WhatsApp &Viber
+383 45 190 019",200 EUR,30,200.00,30.0,Qafa,rent,,,,,,,
random,banesa-59646,Banese me qira ne Mati 1_2+1,"Banesë me qira në lagjen Mati 1, rr.Muharrem Fejza, ndertesa eshte e re posedon dy ashensor funskional
Kati:7
Sipërfaqe:95
Çmimi i qirasë:550
Renditja:
♦Sallon me kuzhinë
♦2 Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",550 EUR,95,550.00,95.0,Mati,rent,,,,,,,
random,banesa-9783,Banes me qira ne Ulpiane e renovuar,"Leshoj Banese ne lagjen Ulpiana, respektivisht Mbrapa NLB bank, e tera e renovuar ( ne perfundim), kati i 4-te, pa nxemje qendrore,76m2
Banesa posedon
- Sallon me kuzhine,
- 2 dhoma gjumi
- Banjo,
- Ballkon
- Koridor
Qmimi 300 euro

Per me shume informata ju lutem na kontaktoni ne numrin
WhatsApp & Viber:
045 190019",300 EUR,76,300.00,76.0,,rent,,,,,,,
random,banesa-80254,Zyre me qira në Ulpianë,"Lëshohet me qira banesa/zyre në lagjen Ulpiana. Banesa është e në gjendje të re, e përshtatshme për punë.
Ndodhet në katin e parë, ka kuzhinën e mobiluar. Sistemin e ngrohjes me Termokos.
Sipërfaqe: 58m²
Çmimi: 450
Rënditja
•	Kuzhinë
•	3 Hapësira pune
•	Koridor
•	Banjo
•	Ballkon

Kodi: 3468

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo banesa te lira:
www.merrmeqira.co",450 EUR,58,450.00,58.0,Ulpiana,rent,,,,,,,
random,banesa-41753,Banese me qira ne lagjen Bregu i Diellit,"Leshohet banese me qira ne lagjen Bregu i diellit, kompleksi "" Dafina "". Eshte komplet e mobiluar, ndodhet ne katin e 4-te, lift funksional, 80m2.
Banesa ka kete renditje:
- 2 dhoma gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
-Depo
-Garazhe
Qmimi 350€
bit.ly/3n3a6PU


Per me shume informata mund te na kontaktoni ne numrin
044 333 511
+383 44 333 511




",350 EUR,70,350.00,70.0,Bregu i Diellit,rent,,,,,,,
random,banesa-91712,Banes ne Shitje,"Banes ne shitje Rruga C
Banesa ndodhet tek Kompleki Banesor Valoni 5
Banesa posedon 89.7m²/kati 6(gjashte) dhe ka orientim nga perëndimi
Ndërtesa ku ndodhet banesa është e pajisur me ashensor dhe ka hapësirë të mjaftueshme për vendparkim
Qëndrimi ditor | Kuzhina | 2 Dhoma gjumi | Tualet | Banjo| Ballkon

Qmimi per m2: 1,250 EUR
Garazha (kati -3): 10,000 EUR
Depo: 1,000 EUR

Nr. Tel: 044 577 677
www.geo-rks.com
1506
","1,250 EUR",90,1250.00,90.0,,sale,,,,,,,
random,banesa-58187,Banese me qira (zyre) ne lagjen Arberia,"Banesë me qira në lagjen Arberia, afer Minimax-it, banesa leshohet per zyre
Kati:4
Sipërfaqe:124
Çmimi i qirasë:500
Renditja:
♦4 Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor
♦WC
♦Depo

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",500 EUR,124,500.00,124.0,Arbëria,rent,,,,,,,
random,banesa-64027,Banese me qira ne lagjen Arberi_2+1,"Banesë me qira në lagjen Arberi, te Meridiani, eshte e mobiluar ne teresi moderne
Kati:7
Sipërfaqe:77
Çmimi i qirasë:500
Renditja:
♦Sallon me kuzhinë
♦2 Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
",500 EUR,77,500.00,77.0,Arbëria,rent,,,,,,,
random,banesa-80249,Banesë me qira në Arbëri,"Lëshohet me qira banesa në Arbëri Banesa është e mobiluar dhe shumë e përshtatshme për banim.
Banesa ndodhet në katin e 3.
Sipërfaqe: 53m²
Çmimi: 350
Rënditja
•	Sallon dhe Kuzhinë
•	Dhomë gjumi
•	Banjo
•	Koridor
•	Ballkon

Kodi: 3466

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

gjirafa.com/…

esa&amp;llshp=Qira
os",350 EUR,53,350.00,53.0,Arbëria,rent,,,,,,,
random,banesa-74999,Super banese ne shitje ne lagjen Ulpiana,"Shitet banesa ne lagjen Ulpiana, pozicionohet në një lokacion shumë të përshtatshëm, e orientuar nga lindja, duke i shtuar edhe lagjen më të frekuentuar të kryeqytetit, të cilat janë disa nga tiparet që e favorizojnë këtë banesë. Banesa eshte komplet e mobiluar dhe shume e pershtatshme per banim. Sistemin e ngrohjes e ka me Termokos.
Vendosja e ashensorit eshte ne procedur.
Siperfaqe: 70m2
Banesa ka kete renditje:
- Sallon
- Kuzhine
- 2 Dhoma gjumi
- Banjo
- Ballkon
- Koridor
Cmimi:  135 000 eur","135,000 EUR",70,135000.00,70.0,Ulpiana,sale,,,,,,,
random,banesa-47828,Banese me qira ne lagjen Bregu i Diellit,"Leshohet banese me qira ne Breg te Diellit, kati 4 pa lift,banesa eshte komplet e renovuar
Banesa ka kete renditje:
- dhoma gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
Qmimi 200€
bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 49 124 677",200 EUR,60,200.00,60.0,Bregu i Diellit,rent,,,,,,,
random,banesa-60759,Banese me qira ne lagjen e Spitalit,"Leshohet banese me qira ne Lagje te Spitalit ,Kati 5 Kompleksi Berisha Group Park Rezidenc
Banesa ka kete renditje:
- 2 dhoma gjumi
- Sallon
- Kuzhine
- Banjo
- Vc
- Ballkon
- Koridor

Qmimi 350€

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 49 124 677
044 333 511
+383 44 333 511",350 EUR,90,350.00,90.0,Spitali,rent,,,,,,,
random,banesa-52113,Leshohet banese me qira ne lagjen Dardania,"Leshohet banese me qira ne lagjen Dardania.
Kati: perdhese
Banesa ka kete renditje:
- dhom gjumi
- sallon dhe kuzhine
- banjo
- koridor
Qmimi 350€
bit.ly/3n3a6PU


Per me shume informata mund te na kontaktoni ne numrin
044 333 511
+383 44 333 511
",250 EUR,50,250.00,50.0,Dardania,rent,,,,,,,
random,banesa-40142,Banes komode me qira ne Qender,"
Leshohet banese me qira ne Qender
Banesa ka kete renditje:
- 2 dhoma gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
-Shpajz
Qmimi 300€

Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 49 124 677",300 EUR,85,300.00,85.0,Qendra,rent,,,,,,,
random,banesa-80436,Banesë në shitje te Lagjia e Spitalit,"Banesë në SHITJE te Lagjia e Spitalit. Banesa është e re, e mobiluar në tërësi në mënyrë moderne dhe shumë e përshtatshme për banim.
Banesa ka të gjitha pajisjet e nevojshme funksionale. Sistemin e ngrohjes e ka me Termokos. Ka hapërisë të mjaftueshme për banim si dhe ka hapësirë parkimi.
Sipërfaqe: 134m²
Çmimi: 1300
Rënditja
• Sallon dhe Kuzhinë
• 3 Dhoma gjumi
• 2 Banjo
• Koridor
• Ballkon
Kodi: 3487
Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2",1 EUR,134,1.00,134.0,Spitali,sale,,,,,,,
random,banesa-50191,Banese ne shitje ne lagjen Arberia,"Banesë ne shitje në lagjen Arberi, mbi Hekurudhe, banesa ka pamje nga lindja eshte e mobiluar ne teresi, po ashtu mund te perdoret per afarizem
Kati:3
Sipërfaqe:72
Çmimi I shitjes:1200m2
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044/393-777
WhatsApp & Viber
+383 44 393 777
","1,200 EUR",72,1200.00,72.0,Arbëria,sale,,,,,,,
random,banesa-55028,Banese me qira ne lagjen Arberia 2+1,"Banesë me qira në lagjen Arberia ,Banesa eshte e mobiluar ne teresi. perballe me Meridian rruga Vicianum
Kati:5 lift funksional
Sipërfaqe:90 m2
Çmimi i qirasë: 450 i diskutueshem
Renditja:
♦Sallon me kuzhinë
♦2Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor
Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+383 44 393 777
",450 EUR,90,450.00,90.0,Arbëria,rent,,,,,,,
random,banesa-32499,Leshohet banese  me qira ne lagjen Emshir,"Leshohet banese  me qira ne lagjen Emshir. Banesa eshte komplet e mobiluar, 75m2.

Renditja:
Sallon me kuzhine, 2 dhoma gjumi, banjo, ballkon, korridor.
Çmimi: 250 €

Vetem per familjare, vetem per afatgjate.
Per me shume informata rreth kesaj banese mund te na shkruani linkun me id ose nje screenshot te shpalljes, apo nje kerkese tuajen per banesa tjera, ne kete numer telefoni:
045 190019
WhatsApp & Viber
+383 45 190 019",250 EUR,75,250.00,75.0,Emshir,rent,,,,,,,
random,banesa-53675,Banes ne shitje ne lagjen Ulpiane 1+1,"Banesë ne shitje në lagjen Ulpiane,ne rrugen Imzot Nikprelaj.Banesa eshte e mobiluar ne teresi.
Kati:4
Sipërfaqe:44
Çmimi I shitjes:58 000
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Viber
+38344 393 777
","58,000 EUR",44,58000.00,44.0,Ulpiana,sale,,,,,,,
random,banesa-80084,Penthouse me qira në Arbëri,"Lëshohet me qira PentHouse në lagjen Arbëria. Banesa është e mobiluar në tërësi, e përshtatshme dhe me hapësirë të mjaftueshme për banim.
Ka të gjitha pajisjet fuksionale. Sistemin e ngrohjes e ka me Termokos. Ndodhet në një loakcion të përshtatshëm.
Banesa gjithashtu ka edhe hapësirë parkimi, ka garazh.
Sipërfaqja: 172m²
Çmimi: 850
Rënditja
•	Sallon dhe Kuzhinë
•	4 Dhoma gjumi
•	2 Banjo
•	2 Depo
•	Ballkon
•	Koridor

Kodi: 3446

Për më shumë informata mund të na beni like faqen tone ne facebook
",850 EUR,172,850.00,172.0,Arbëria,rent,,,,,,,
