review_id,source_listing_id,original_url,stratum,title,description_excerpt,price_raw,area_raw,listing_type_raw,auto_label_price,auto_label_area,auto_label_neighborhood,auto_label_type,parser_price,parser_area,parser_neighborhood,parser_type,human_price_ok,human_area_ok,human_neighborhood_ok,human_type_ok,human_notes
84,banesa-56333,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-56333,random,Banese me qira ne lagjen Tophane 1+1,"Banesë me qira në lagjen Tophane,ne rrugen Meto Bajraktari.Banesa eshte e mobiluar ne teresi.Lift funksional.
Kati:5
Sipërfaqe:65 m2
Çmimi i qirasë:250
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër telefoni
044 393 777
WhatsApp & Vib",250 EUR,65,Qira,250.00,65.0,Tophane,rent,250.00,65.0,Tophane,rent,,,,,
85,banesa-91733,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-91733,low_confidence,Banes me qera Mati 1,"Banes me qera Mati 1
Banesa ndodhet tek 13-katshja
Qëndrimi ditor | Kuzhina | 1 Dhome gjumi | Banjo

Çmimi: 200 €

Nr. Tel: 044 577 677
www.geo-rks.com
1512
",200 EUR,0,Qira,200.00,,Mati 1,rent,200.00,,Mati 1,rent,,,,,
86,banesa-73850,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-73850,random,Super banese me qira ne lagjen Arberia,"Leshohet banese me qira ne Lagjen Arberia, perballe Ambasades Amerikane, rruga: Ahmet Krasniqi. Eshte komblet e mobiluar, hapesire 126m2.

Banesa ka kete renditje:
Sallon me kuzhine
3 dhoma gjumi
Banjo
2 Ballkona
Korridor
Garazh i brendshem
Cmimi: 800 euro

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677 WhatsApp dhe Viber +383 49 124 677
044 333 511 WhatsApp dhe",800 EUR,126,Qira,800.00,126.0,Arberia,rent,800.00,126.0,Arberia,rent,,,,,
87,banesa-64176,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-64176,random,Banese me qira ne lagjen Ulpiane,"Banesë me qira në lagjen Ulpiane, banesa eshte e mobiluar ne teresi,
Sipërfaqe:69
Çmimi i qirasë:400
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦2 Ballkona
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni në këtë numër t",400 EUR,69,Qira,400.00,69.0,Ulpiane,rent,400.00,69.0,Ulpiane,rent,,,,,
88,banesa-42568,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-42568,random,Banese ne shitje ne Emshir,"Shitet banesa ne Emshir te Prishtina Stars, ka pammje shume te mire, ka flete poseduese. Banesa eshte nen vezhgim te kamerave dhe sigurimit 24 ore
Sipërfaqe: 50m2
Çmimi I shitjes 54000€
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në këtë numër t","54,000 EUR",50,Shitet,54000.00,50.0,Emshir,sale,54000.00,50.0,Emshir,sale,,,,,
89,banesa-61378,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-61378,random,Banese me qira ne Emshir,"Leshohet banese me qira ne Emshir , Kompleksi Nartel
Banesa eshte 55m2 kati 7
Banesa ka kete renditje:
- 1 dhoma gjumi
- Sallon
- Kuzhine
- Banjo
- Ballkon
- Koridor
Qmimi 300€ i negociushem

bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 49 124 677
044 333 511
+383 44 333 511",300 EUR,55,Qira,300.00,55.0,Emshir,rent,300.00,55.0,Emshir,rent,,,,,
90,banesa-62782,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-62782,random,Banese me qira ne lagjen Tophane_2+1,"Banesë me qira në lagjen Tophane rr. Lidhja e Prizrenit, e mobiluar ne teresi
Kati:4
Sipërfaqe:72
Çmimi i qirasë:350
Renditja:
♦Sallon me kuzhinë
♦ 2 Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor

Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
, apo per me shume oferta apo banesa te lira:
www.merrmeqira.com/user/profile/smart

ose mund të na kontaktoni",350 EUR,72,Qira,350.00,72.0,Tophane,rent,350.00,72.0,Tophane,rent,,,,,
91,banesa-30454,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-30454,high_confidence,Banese me qira ne lagjen Bregu i diellit,"Leshohet banese me qira ne lagjen Bregu i diellit, rruga: Tivari. Eshte komplet e mobiluar, 100m2.

Renditja:
Dhome e ndejes, Kuzhine me paradhome, 2 dhoma gjumi, banjo ,ballkon, korridor
Çmimi: 300 €

Per me shume informata rreth kesaj banese mund te na shkruani linkun me id ose nje screenshot te shpalljes, apo nje kerkese tuajen per banesa tjera, ne kete numer telefoni:
045 190 019
WhatsApp & Vi",300 EUR,100,Qira,300.00,100.0,Bregu i diellit,rent,300.00,100.0,Bregu i diellit,rent,,,,,
92,banesa-77459,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-77459,random,Banesë në shitje në Emshir,"Shiten banesat në lagjen Emshir. Janë në ndërtim e sipër, në kompleksin ‘Trea’. me kontrate te noteri.
Banesat janë me metrazhe te ndryshme si ne planimetrite e bashkengjitura:
Banesa I. Siperfaqe 87.10 m2 . Kati 2
Dy dhoma gjumi, qendrim ditor, kuzhine, banjo, ballkon. Garazhe dhe depo.
Banesa II. Siperfaqe 115,44 m2 . Kati 1
Tri dhoma gjumi, qendrim ditor, kuzhine, banjo, vc dhe ballkon. Garazhe","1,250 EUR",1,Shitet,125000.00,87.1,Emshir,sale,125000.00,87.1,Emshir,sale,,,,,
93,banesa-53059,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-53059,random,Leshohet banese me qira ne Breg te Diellit.,"Leshohet banese me qira ne Breg te Diellit.
Kati 2

Banesa ka kete renditje:
- dhome gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor

Banesa eshte e pa mobiluar dhe posedon termokos.

Qmimi 200€
bit.ly/3n3a6PU

Per me shume informata mund te na kontaktoni ne numrin

044 333 511
+383 44 333 511
049 124 677
+383 49 124 677",200 EUR,0,Qira,200.00,,Breg te Diellit,rent,200.00,,Breg te Diellit,rent,,,,,
94,banesa-81277,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-81277,high_confidence,Banesë me qira në Emshir,"Lëshohet me qira banesa në Emshir. Banesa është e mobiluar në tërësi, e gatshme dhe e përshtatshme për banim.
Banesa ka të gjitha pajisjet e nevojshme.
Sipërfaqe: 50m²
Çmimi: 320
Rënditja
•	Sallon dhe Kuzhinë
•	Dhomë gjumi
•	Banjo
•	Ballkon
•	Koridor
•	Depo

Kodi: 3592

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/r",320 EUR,1,Qira,320.00,50.0,Emshir,rent,320.00,50.0,Emshir,rent,,,,,
95,banesa-69183,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-69183,high_confidence,Banesë me qira në Emshir,"Lëshohet me qira banesa në Emshir rruga Ali Vitia banesat e Arabve. Banesa është e mobiluar në tërësi dhe është shumë e përshtatshme për banim.
Banesa ndodhet në katin e peste , lift funksional dhe ka të gjitha pajisjet e nevojshme.
Banesa leshohet afat gjate dhe per familjar
Sipërfaqja: 115m2
Çmimi: 350 plus depozita
Renditja:
Sallon dhe  kuzhinë
3 Dhoma gjumi
Banjo dhe Wc
2 Ballkona
Kodi:2731
Pë",350 EUR,115,Qira,350.00,115.0,Emshir,rent,350.00,115.0,Emshir,rent,,,,,
96,banesa-55566,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-55566,random,Banese me qira ne lagjen Arberia 1+1,"Banesë me qira në lagjen Arberia,ne rrugen Ferid Curri,kompleksi Butrinti,me pamje nga Lindja.Banesa eshte e pershtateshme per zyre apo cfardo veprimtarie.
Kati:1
Sipërfaqe:57 m2
Çmimi i qirasë:250
Renditja:
♦Sallon me kuzhinë
♦Dhomë gjumi
♦Banjo
♦Ballkon
♦Korridor
Për më shumë informata mund të na beni like faqen tone ne facebook Smart Real Estate,
bit.ly/2htS4cY
,  ose mund të na kontaktoni në k",250 EUR,57,Qira,250.00,57.0,Arberia,rent,250.00,57.0,Arberia,rent,,,,,
97,banesa-49231,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-49231,random,Banese me qira Te 4 Llullat,"Leshohet banese me qira Mbrapa Teatrit,Afer Swiss Diamond Hotel
Banesa ka kete renditje:
- dhoma gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
Qmimi 250€
bit.ly/3n3a6PU


Per me shume informata mund te na kontaktoni ne numrin
044 333 511
+383 44 333 511





",250 EUR,60,Qira,250.00,60.0,4 Llullat,rent,250.00,60.0,4 Llullat,rent,,,,,
98,banesa-51181,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-51181,invalid,Leshohet banese(Kate Shpie' me qira ne Breg te Diellit,"Leshohet banese(Kate Shpie' me qira ne Breg te Diellit, Mati 1,banesa eshte komplet e mobilur, 106m2
Banesa ka kete renditje:
- 1 dhoma gjumi
- sallon dhe kuzhine
- banjo
- ballkon
- koridor
Qmimi 140€
bit.ly/3n3a6PU


Per me shume informata mund te na kontaktoni ne numrin
049 124 677
+383 49 124 677","140,000 EUR",65,Qira,140000.00,65.0,Breg te Diellit,rent,140000.00,65.0,Breg te Diellit,rent,,,,,
99,banesa-73053,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-73053,random,Banesë me qira në Lakrishtë,"Lëshohet me qira banesa në Lakrishtë. E mobiluar në tërësi dhe shumë e përshtatshme për banim.

Banesa ndodhet në katin e 5 dhe posedon ashensor.
Sipërfaqe: 75m²
Çmimi: 400
Renditja:
•	Sallon dhe Kuzhinë
•	2 Dhoma gjumi
•	Banjo
•	Ballkon

Kodi: 2902

Për më shumë informata mund të na beni like faqen tone ne facebook
Smart Real Estate,
bit.ly/2htS4cY
, si dhe
www.instagram.com/realestatesmart/

apo",400 EUR,75,Qira,400.00,75.0,Lakrishtë,rent,400.00,75.0,Lakrishtë,rent,,,,,
100,banesa-78136,https://listime.gjirafa.com/Shpallje/Patundshmeri/banesa-78136,random,Banesë me qira në Aktash,"Lëshohet me qira banesa në Aktash, përball shkolles Naim Frasheri, afër Ambasades së Zvicrës. Banesa është super e mobiluar dhe e përshtatshme për banim.
Banesa ndodhet në katin e 4, posedon ashensor. Sistemin e ngrohjes e ka me Termokos.
Banesa ka hapësirë për parkim.
Sipërfaqe: 90m²
Çmimi: 600
Banesa ka këtë renditje:
•	Sallon dhe Kuzhinë
•	2 Dhomë gjumi(njëra me banjo)
•	2 Banjo
•	Ballkon
•	Kor",600 EUR,90,Qira,600.00,90.0,Aktash,rent,600.00,90.0,Aktash,rent,,,,,
